,Unnamed: 0,cause,effect,explanation,Cause:Effect,Cause+Truth:Effect,Cause:Truth+Effect
23,23,It's half way through autumn.,It rains more in half autumn than in spring and summer combined.,"The autumn equinox brings higher humidity and lower temperatures, which increases the chance for rain.",0.04146087982278091,0.053527007268472475,0.04416543566036371
24,24,The major planets interact.,There is gravity among the planets.,The planets are attracted to each other gravitationally due to their masses.,0.07030964635759719,0.06730306043028411,0.03951993508306884
25,25,Tom has a civet.,The civet eats the fish quickly.,"The civet is a carnivore, so it naturally prefers to eat meat like the fish.",0.005131274909774523,0.032085906041063046,0.005817308314393519
26,26,Alice likes the smell of milk.,She always eats cakes with a lot of cream.,The cream offers a sweet flavor and creamy texture that complements the milk's aroma.,0.035715916177826476,0.07052486103089604,0.08661290645277785
27,27,Jack wanted to know why Quasars drown out the light from all the other stars in the same galaxy.,He looked it up and found out that it was because they were so bright.,"Quasars are incredibly luminous and emit more light than their host galaxy, making them appear brighter than the stars in the same galaxy.",0.024740312342378,0.03498044801400315,0.21987509115123807
28,28,Simon's mother often let Simon eat soys.,Simon grows healthy.,Soy provides essential nutrients needed for healthy growth.,0.03543278427194688,0.03497531711781224,0.06021998670126162
29,29,A factory produces several tons of tissues from straws.,The quality of these tissues is different.,Different amounts of straw are used to produce different quality tissues.,0.0029675246904574534,0.005928467986094721,0.00898521171116419
30,30,Jack added nitrites into the water.,The catfish died earlier than the scalefish in the water.,"The nitrites reduce oxygen in the water, killing the catfish first since it needs more oxygen.",0.015489272158712222,0.018160727195433393,0.03342782596443561
31,31,His action led to the movement of the wheels.,The machine was set in motion.,"The action applied mechanical force to the wheels, causing them to turn.",0.028412480102118325,0.04729426620287093,0.032304119947683126
32,32,Jack's interest is to study human species.,He decides to choose anthropology as his major in college.,He chose anthropology to gain an in-depth understanding of human behavior and society.,0.046256054179629406,0.05202450794549334,0.05767626277928213
33,33,Father of our religion combined a union of opposite tenets.,His action of syncretism was praised.,He blended ideas to create an inclusive faith accessible to all.,0.07006684983923298,0.06384087200038178,0.07964297876607773
34,34,Various features show that this is a dicot in the family Piperaceae.,Researchers suspected it is a peperomia.,"It has 2 seed leaves, parallel venation in leaves, and square stems, which are all characteristics of the Piperaceae family.",0.009017968940568739,0.0076991745695615624,0.011600418590071758
35,35,Tom has measured the magnetism of the material.,It is 15 gammas.,The material has an average magnetic field strength of 15 gammas.,0.013036655634921927,0.015346731328863496,0.05955220063727548
36,36,Tom studied the types of polypropylene.,He found that they came in two types.,"The two types are Homopolymer and Copolymer, depending on the type of propylene monomer used.",0.002967176661891814,0.003216431853747506,0.16068262936051333
37,37,The source of the mud was investigated.,It was reported that the soil source was very rich.,The soil was rich due to its nutritious content and organic matter.,0.027807040484179982,0.056576900146306015,0.03387951207878644
38,38,The student feel anxious to take the exam.,Her teacher gave her a warm smile.,The teacher smiling helps the student feel more relaxed and less anxious before the exam.,0.05162881643335977,0.05632254251539663,0.07456600627075421
39,39,This charity donates money to Asian areas with famine.,Some people western india were helped.,The charity is providing aid to those in need in Asia.,0.03477747324294414,0.037179549675177455,0.05272127743787168
40,40,The state began to crack down on competitive economic activities in an all-round way.,The state has launched a policy of collusion.,To promote fair competition and protect businesses from monopolization.,0.03882666483606296,0.04219954752890102,0.060021863494838276
41,41,Tom improved his learning efficiency today.,He finished all his homework ahead of schedule.,He planned out his work and used time wisely.,0.025290376265732734,0.042057039163250085,0.027169301077977295
42,42,Tom wants to eat watermelon.,Tom cut the rind of the watermelon.,Tom cut the rind to reveal the juicy flesh of the watermelon inside.,0.153960343378905,0.20672041315803188,0.1776959953579816
43,43,Tom give the circuit voltage.,Tom has observed charge movement.,The charge movement is due to the electric field created by the voltage in the circuit.,0.024227973693144705,0.03650894102459397,0.06492439143840413
44,44,This child caught roseola.,The child had a fever which followed by a rash.,Roseola is caused by a virus and causes a fever followed by a rash.,0.04023143974166516,0.05269985358802934,0.05644922978129753
45,45,A species gradually adapted to its environment.,This phenomenon is called speciation.,Speciation occurs because organisms evolve to best fit their environment.,0.015639407805369068,0.0439845213371353,0.03365704563824545
46,46,Tom was studying how body temperature rises.,He found out that cytokines worked in it.,"Cytokines stimulate the immune system, which in turn increases body temperature.",0.03720956622876639,0.05095500822708752,0.04177838840971299
47,47,Now it's time to remove the drugs from the patient's body.,Various elimination processes was adopted to achieve that.,To rid the body of toxic substances and preserve health.,0.024550845044450497,0.02768046000935625,0.03173559726712771
48,48,He successfully solved the problem.,He has a clear understanding of this problem.,He has prior experience and knowledge related to the topic.,0.016183855272470724,0.01987006274065897,0.01878768218696989
49,49,The villagers were happy about the harvest.,They had enough food this year.,The abundant rain and good climate resulted in a plentiful crop.,0.005974623104841864,0.012856934506767156,0.022571743688703662
50,50,The lecturer is talking about t lymphocytes.,I can hear t-cells sometimes.,T lymphocytes are immune cells which are activated by sound signals (like clapping or singing) to fight off infections.,0.005311465456612885,0.007498598586037854,0.022163135694897005
51,51,The scientist put some pyridine in the water.,He found the pyridine disappeared.,"The pyridine dissolved in the water, removing it from view.",0.03983628156554978,0.006894959805297351,0.07596787250867042
52,52,Amy served as an assistant in this company.,Amy is good at services work.,"Amy is organized and detail oriented, making her a perfect fit for services work.",0.009389513344244293,0.012107232153497195,0.01346798560652771
53,53,Virus attacked the mosquitoes.,Human might get infected owing to sick mosquitoes.,Mosquitoes can transmit the virus to humans through their bites.,0.11439983840030742,0.15863935401378407,0.11450007299080689
54,54,Henry always runs into hindrances in doing business.,It is difficult for him to get mind equilibrium now.,He lacks the necessary confidence and motivation needed to succeed.,0.015591848076705673,0.01004987171226948,0.00723668257871871
55,55,The school will hold a ceremony the day after tomorrow.,The school will hold a simulation in advance tomorrow.,The simulation will prepare students for the ceremony.,0.015394624468850088,0.02848824469413577,0.027035943545501723
56,56,Tom has taken use of two pieces of magnets to make his experiment.,He has proved something about the attraction.,The magnets attract due to their magnetic fields.,0.01348719339431444,0.022740706240771826,0.0665977734690457
57,57,The small chicken shoud be incubated under the same temperature.,Tom takes use of a thermostat.,The thermostat maintains a constant temperature for successful incubation.,0.06022627614124107,0.04429458992587814,0.08725853095379198
58,58,She is allergic to yeast.,She cannot have contact with dough.,"Yeast is a common allergen, and contact with dough can cause an allergic reaction.",0.03581584757361605,0.010593172675678617,0.04366530109938568
59,59,The workers have no idea about how to operate the computer.,The leader taught them in person.,The leader wanted to ensure the workers understood.,0.015200353750794622,0.017283221315839276,0.02046779540880322
60,60,The patient with fibroadenomas read his report of mammography.,He was in relief for its benign appearance.,"Fibroadenomas are benign lumps, so good news in the report confirmed they were benign.",0.03942587974422856,0.02794149015055306,0.0712232636625832
61,61,The children will be shipped off to a boarding school.,Their parents taught their children how to solve living problems independently before going to school.,Parents want to give their children the skills to be successful and independent.,0.03682558212183698,0.04146692976432353,0.037061879963588784
62,62,He went to school.,He learned a lot.,He went to gain knowledge and skills.,0.01646221828625925,0.015613843128212564,0.012605653511095424
63,63,The workers are in charge of cleaning debris.,They have to consider the waste.,To reduce environmental impact and promote sustainability.,0.010451144518567518,0.025457801844362176,0.017014339853846754
64,64,He asked the cardiologist to watch the condition of the heart.,The doctor said that his heart rhythm is uneven.,Irregular heartbeat is caused by abnormal electrical signals in the heart.,0.050338897024436925,0.05611183141851669,0.09585462747831858
65,65,Enzymes are necessary for children's growth.,Children are encouraged to eat sprouts.,"Sprouts are high in enzymes, which help foster healthy growth.",0.020439427988457267,0.038075233402484615,0.0467700729226407
66,66,The house of the people holds justice.,Parliament is a place of justice.,Parliament makes laws to ensure justice is upheld in society.,0.017417088088976202,0.029704361067580468,0.03685311966651316
67,67,The man devoted himself to journalism.,He mastered the popular language used in pursuit of truth.,He wanted to effectively communicate the truth to the public.,0.021615281933856294,0.024692728910662144,0.02006150760739345
68,68,Tom found a small dome-shaped beetle.,He said he got a ladybug.,Tom misidentified the beetle as a ladybug.,0.1733950564577081,0.1156636947589992,0.12063944621882018
69,69,The primates didn't want to be exhibit animals.,They escaped from the zoo.,"The primates desired freedom, rather than living in captivity.",0.07052280543890596,0.021523662183191718,0.059379682230430136
70,70,The root of the plant rotted.,"In order to save the plant, Tom gave it a rhizoid.",A rhizoid helps transfer nutrients to the plant and can help save it from rotting.,0.007510950837490321,0.015969592883268185,0.028519957666670304
71,71,Tom was a shepherd.,He took care of a flock of sheep.,Tom was a shepherd to provide protection and care for his flock.,0.19479108475813497,0.12362137491932215,0.10668425821979656
72,72,Tom feels that his asthma is about to attack.,He eats some singulars.,Singulair is a medication used to prevent asthma attacks.,0.009615161148109756,0.008631658845713647,0.025112584381824538
73,73,The teacher gives an example to illustrate the grammar point.,But the students can't understand the example.,The example may not be relatable to them.,0.04053010045730396,0.028904284310156608,0.033820312450285
74,74,Nobody has seen edaphosauruses before.,The scientist observed its appearance.,"Edaphosauruses are a recently discovered species, discovered in 2018.",0.00576011320309794,0.015075216110057596,0.003935395649460638
75,75,All relatives entered the family room.,They sat on the chairs one by one.,They wanted to spend quality time together.,0.00584010085661476,0.006047839556952936,0.013901263212590127
76,76,"There are many people, among which part of them are with normal sight and part of them are blind.",Normal people can see everything and blind people are in a dark world without any light.,A lack of photoreceptors in the eye causes blindness.,0.02570233472014525,0.03720893705171325,0.031851892246758995
77,77,The wine must be kept from becoming flabby.,Acidity should be used.,Acidity helps preserve wine structure and freshness.,0.09426102609471815,0.09980306872664889,0.07187109429888947
78,78,Tom ran into an anemone.,He was poisoned.,Anemones have poisonous tentacles that can sting if touched.,0.005692790458810497,0.023127866724578578,0.6223853338679165
79,79,The company keeps the steel in a wet warehouse.,The company loses one million due to rust after a few months.,Exposure to moisture causes steel to rust.,0.06470988736974856,0.09248765240969826,0.06708044679583204
80,80,Mary ate lots of chocolate.,She also intook theobromine.,"Theobromine is a stimulant found in chocolate, providing a feeling of alertness and energy.",7.443383762258322e-05,0.00010962074268053164,0.012379300578065876
81,81,Tracheilds are not suitable to be used as fire materials.,Farmers do not use softwoods as firewoods.,Softwoods are too resinous and burn too quickly.,0.032163151181195074,0.02368092345136417,0.05402311155333437
82,82,The field was very quiet at night.,The silence was broken by several bird calls.,"Birds often call out in the night to mate, establish territory, and ward off predators.",0.029837244885225916,0.02622968174966625,0.02552415156949764
83,83,The possum has eaten an ill bird.,It died.,Bird was carrying a pathogen that was fatal to the possum.,0.01205101448835407,0.00875527841236273,0.0251182823559124
84,84,He served as an accountant in this company.,He worked hard to manage the balance.,He wanted to ensure the company's financial stability.,0.011629884488441164,0.017777982123016834,0.02156436599319343
85,85,Lyle has ophthalmologist.,Lyle's doctor treated him with a laser.,"Lyle's doctor used a laser to treat an eye issue, such as glaucoma or a retinal tear.",0.010364830448114797,0.028450404966435076,0.05968882757891351
86,86,This experiment requires a gray-white solid with a shiny surface.,The teacher provided tellurium.,"Tellurium is a semiconductor and reflects light well, making it ideal for optical experiments.",0.008820024622035428,0.010317985814843847,0.03692341787152641
87,87,Their new baby born yesterday.,This new life starts to cry.,"The new baby is crying due to being newly born, adjusting to its new environment outside the womb.",0.03962361109071449,0.03356763974319274,0.0284675080341922
88,88,The vocal folds vibrated.,Compression sound waves were produced.,"The vocal folds vibrate, creating displacement in the air molecules, which creates compression sound waves.",0.0525736257044471,0.038021221154403116,0.05605950630165951
89,89,Jack's hemoglobin levels are low.,He has been dizzy lately.,"His low hemoglobin levels are causing lack of oxygen to his brain, resulting in dizziness.",0.013285145906006953,0.02547475936088671,0.026393889398023753
90,90,Jerry was baptized.,He was identified by the believers.,He was showing his commitment to the faith.,0.03929236652807971,0.03308290587733174,0.025152725993366713
91,91,"Emma, who is a regular coffee drinker, is very hyper these days.",The doctor diagnosed him as caffeinism.,Excessive caffeine consumption has caused Emma's caffeine-related symptoms such as hyperactivity.,0.007689302466939795,0.04546367398684205,0.14678623410338146
92,92,Tom eats some health products containing enzymes every day.,He defecates on time every day.,"The enzymes help break down his food, improving digestion and leading to regular bowel movements.",0.013389130954483556,0.02804408682610712,0.063946247136771
93,93,The angry patient was injected depressants.,He felt calm and relaxed.,The depressants decreased the patient's rage by decreasing his nervous system's response to stimuli.,0.033263733650424926,0.03171514877916862,0.04343107194239098
94,94,The victims were taken to the police office to identify the crimnimal.,They tried to recall the face of the criminal.,To confirm the criminal's identity.,0.03576299056586417,0.03790018797773433,0.0544903836341448
95,95,Lucy has bought a llot of fresh fruit.,She has made a glass of smoothy.,Lucy made a smoothy for a healthy snack.,0.1591352141678266,0.058036472475786624,0.22553808061843303
96,96,He just took the pills.,He wants to sleep very much now.,He is feeling overwhelmed and is seeking an escape.,0.014033043205780728,0.014375521968051367,0.015240686801991138
97,97,My mother stewed a mahimachi for me at noon.,I've been picking fish bones for a long time.,Mother is preparing a traditional fish dish for me.,0.006671821721883683,0.014769161836041433,0.016078064871955327
98,98,They are botanists.,They collect specimens everyday.,So they can study and classify different plant species.,0.0014904078432979848,0.02485722814877418,0.010721395855946024
99,99,The old man wants to catch some sunfish.,He caught a bluegill.,"Bluegills are abundant in shallow waters, making them easy to catch.",2.841520446642377,0.12607212085953337,3.1024992100636113
100,100,This mobile phone is not durable.,The battery often fails to charge.,The battery is of poor quality and is not designed to withstand heavy use.,0.024032711008811384,0.029221020911957486,0.037508918894934754
101,101,Tom was finding the fly in his house at night.,He failed.,"Tom failed because flies are active during the day, not at night.",0.004891387977743381,0.0030638659598458576,0.013005288703623085
102,102,The baby ground squirrels were hidden by their mom.,They were not found by the rattlesnakes.,Mom was able to protect her babies from the rattlesnakes.,0.002463602947511054,0.016439965789134578,0.016492251050177636
103,103,Tom committed incest and rape.,He was sentenced to death.,Death penalty for committing violent crimes such as incest and rape.,0.02087738121075626,0.040503729745964986,0.05912213396841844
104,104,Gongress passed some proposals.,Small buiness benefited from these proposals.,The proposals were meant to provide aid to small businesses.,0.008540774418955097,0.023369705005709843,0.009133555090158157
105,105,Tom's taste buds on his tongue all lost their function.,Tom couldn't be able to know the taste of whatever he eats.,"Tom's taste buds were damaged or destroyed, preventing him from being able to taste.",0.018135201910010487,0.02244572019530505,0.018955820203427513
106,106,He mistook lots of thiocyanate.,His thyroid can't uptake iodine normally.,His body cannot absorb iodine due to thiocyanate blocking its uptake.,0.05691021692102491,0.15062121589474992,0.04328315636251906
107,107,This creature has no anatomies.,Tom decided it isn't a colugo.,Tom decided it isn't a colugo because it has no gliding membranes.,0.01298112992047678,0.016837163134382355,0.016494574596770152
108,108,He fed meat to the Jackrabbit.,The jackrabbit doesn't eat at all.,The jackrabbit is a herbivore and only eats plants.,0.02593096923627933,0.01636061256744413,0.04875689934386974
109,109,Tom perfers beers made with bottom Fermenting yeasts.,He ordered lagers in the bar every time.,"Bottom fermenting yeasts produce lagers, so Tom prefers them.",0.2413420940367314,0.1929553396691568,0.2955266650739213
110,110,The species populations in this area changed abnormally over time.,The process of Succession here was worth exploring.,Abnormal environmental changes such as climate shifts triggered the succession process.,0.03888381242641406,0.029592004021139925,0.05447642538905696
111,111,Tom has put different kinds of materials in the furnace.,Only beryllium has been left.,"Beryllium is not combustible, so it can't be burned.",0.01746106053407216,0.012456358594696291,0.016149739497909384
112,112,The ancients recorded by picture writing.,Pictographs were formed step by step.,Pictographs provided an easy way to communicate ideas quickly.,0.025778157094624346,0.022601089940745285,0.036132483963823694
113,113,"My car is exposed to the acid rain,.",The paint on my car is clipped.,"Acid rain corrodes paint, leading to chipping and wear.",0.011334412794456595,0.02190809339331609,0.02463030584923351
114,114,Jane wanted to buy a book full of maps bound together.,She bought some atlases.,"Atlases contain collection of maps bounded together, making them an ideal purchase for Jane.",0.010464668967588527,0.020439276421971266,0.034763561237261306
115,115,Mary put the cake into the refrigeratory.,Mary found the cake was rich in moisture the next day.,"The cake absorbed moisture from the cold, humid air in the refrigerator.",0.01908599875440746,0.04346229760076224,0.019183552109323317
116,116,The doctor treated little Tom's autism with medication.,"After three months of treatment, his autism has improved significantly.",Medication helps to reduce autism symptoms and enhance coping abilities.,0.02383520976411395,0.034732687725944886,0.06186644193810432
117,117,There are many trees with different ages.,They have different textures.,"Trees age differently based on climate, location, genetics, and care.",0.00996153379785775,0.010795812079736808,0.011467320084130345
118,118,Surface gauss depends on thickness and size of the magnet.,Gauss strength diminishes the further the distance from the magnetic field.,Decreasing distance means lower strength of field lines.,0.1532230150311142,0.11320289083312214,0.11100335272011233
119,119,This group of Greys have grown up.,They are large.,"They have aged and matured, thus increasing in size.",0.005194273768763158,0.010092202155618466,0.013919195893780925
120,120,The sink has great capacity.,It can hold water up to two liters.,The sink is meant to accommodate larger tasks such as dishwashing.,0.022434500554891226,0.017270877077208535,0.018125331735674245
121,121,Jack looks at the shape of the rotifers.,He saw their bilateral symmetry.,Bilateral symmetry allows rotifers to move more efficiently in their aquatic environment.,0.008092518562733323,0.01487858503828611,0.012377516073517733
122,122,Tom did examinations to see whether he got cancer.,The doctor's diagnosis confirmed his thought.,The doctor confirmed Tom's suspicions of cancer based on the examination results.,0.03219044060489098,0.04077439667067858,0.03330722721589794
123,123,Tom believes that dogs and wolves belong to the same phylum.,Tom is wrong.,"Dogs and wolves belong to different classifications; Canidae and Canis, respectively.",0.007895527889446646,0.0077709994055405384,0.010359820479833222
124,124,The light was off at 10 pm.,My pupils became bigger suddenly.,My pupils dilated in response to the sudden darkness.,0.0036100438451848083,0.008171904445039154,0.009259737966161018
125,125,Susan is a midwife.,She was specially trained in childbirth.,Susan is a midwife to assist with the delivery of babies and provide guidance to new mothers.,0.029730271725032637,0.023126240206521993,0.014187677646086583
126,126,He invited his partners to his residence.,They entered his residence.,He wanted to discuss business with his partners.,0.003482112956350984,0.004252837891986191,0.003663462538783901
127,127,"In the humid environment, pecan is easier to grow mold on it.",Pecan should be stored in the relatively dry environment.,"Mold grows more readily in damp, humid environments.",0.023901504411672016,0.033624745412526094,0.047256651959913396
128,128,This biologist has problems in other scientific fields to solve.,Another bilogist helps him.,Biologists work together to gain different perspectives and ideas to solve complex problems.,9.570064837189274e-05,0.00011336846037901127,0.03192510236717046
129,129,Leaders of pyramid schemes are extremely good at instilling their own perceptions to members.,"As time goes by, their influence on members grows stronger and stronger.","Pyramid schemes use manipulation and coercion to control members, leading to increased dependency and compliance.",0.012616535930979882,0.015534590815942504,0.020807040874155355
130,130,Tom was looking for Amphibians in winter.,He could only found some sleeping.,Amphibians hibernate during winter to survive the cold temperatures.,0.09263340612367187,0.06039409022633713,0.12334458061046598
131,131,The murderer didn't accept himself for a whole life.,He didn't achieve wellness.,He was unable to cope with the guilt of the crime.,0.012078301388347116,0.009341748260687325,0.02338389778074388
132,132,My pet tom is in the mating season.,He eats very little.,"Tom is in a period of physical and hormonal changes, so he is less interested in food.",0.013668713896834503,0.02082172763561244,0.013843987041620969
133,133,Tom's family go hiking on the plain.,They find mangroves.,"The plain is a coastal area, making it ideal for mangroves to thrive.",0.0037341910576973434,0.06005762480515541,0.011695366027041392
134,134,This kind of bear grew in the forest.,This kind of bear habitates in the forest.,The bear needs thick cover to protect itself and find food.,0.012067463565576097,0.022348255664492785,0.01892595284958236
135,135,Water with minerals flows in the water mains.,On the surface of water mains is some solid stuff.,Mineral deposits accumulate due to evaporation.,0.04668975694296889,0.05359605349009103,0.06707275981458237
136,136,She was particularly fat.,She had been suffering from diabetes.,"Excess weight can lead to excess insulin production, which can cause diabetes.",0.008761427761268318,0.0650703415938669,0.045567413613322755
137,137,It is in the breeding season.,Testicles descend.,Testicles descend because it increases reproductive success by allowing sperm to reach eggs faster.,0.030391482523997607,0.10736407652771518,0.03169150448275933
138,138,The anaconda saw his food in the forest.,He opened his mouth.,He was preparing to eat his prey.,0.0072672664937871835,0.014894094534193138,0.023784313830678076
139,139,The rope connected to my dog was broken.,It ran to other's areas.,My dog broke free from the rope and escaped.,0.013791143728734136,0.015667642518557894,0.023008167218289126
140,140,Tom was standing in the river and can't move a step.,His legs are entangled in duckweed.,"Tom is stuck in the duckweed, preventing him from moving.",0.026432673493777255,0.03026358031233058,0.02596045275576962
141,141,Tom observed the nucleoli of different kinds of chromosomes under the optical microscope.,Tom observed that most of them contain several associated centromeres.,Centromeres help to attach sister chromatids in each chromosome during cell division.,1.118279402038644,2.1052526274020558,2.190917493330383
142,142,The research set specific aspartate sites.,Caspases cleave target proteins.,Cleavage at aspartate sites enables caspases to control protein function and mediate apoptosis.,0.043507767927968385,0.5207186110392935,0.04817759691670846
143,143,We succeed in the end.,Our fate has been changed.,Our effort and determination shifted our destiny.,0.012339123810004488,0.025528660949060904,0.021055832795968458
144,144,Some plants are infected by a rare kind of virus.,Their cotyledons are destroyed first.,"Infected cotyledons are most susceptible to the virus, so they are destroyed first.",0.004828380379817848,0.0035899623957511995,0.03518921333536681
145,145,They went to catch eels today.,Many were found after seeing a leaking head in crevices.,The eels were drawn to the leaking head because it created an ideal crevice habitat for them.,0.010796331591497751,0.01832940217580164,0.01785633138531378
146,146,Tom's goats were attacked by vampires.,The goats died of blood shortage.,"Vampires drained the goats of their blood, resulting in death.",0.040875521281918396,0.03912965758354591,0.033509217182559725
147,147,This user spent over 8 hours a day at this site.,This user had a high level of stickiness.,This user had a high interest in the site's content.,0.01496882093090548,0.027782708080870303,0.02429113185031934
148,148,Lucy gave me a pen.,I bought ink for the pen.,I needed ink to use the pen Lucy gave me.,0.05868880878551714,0.06561573466239684,0.06395175492664006
149,149,We need a person skilled in all aspects of construction.,A carpenter will be recruited.,Carpenter can provide expertise in multiple construction areas.,0.011947046735187282,0.01403463940616617,0.026650969390898945
150,150,Tom was born and brought up in Indinana.,Tom is American.,Tom was born and raised in Indiana which is a state in the United States.,0.00770709756088441,0.0136900279150523,0.016696783143571106
151,151,Some enzymes are working on the dead body of a bird.,The body decomposes gradually.,Enzymes speed up chemical reactions associated with decomposition.,0.013839945591770165,0.055878563345121444,0.030954468491355122
152,152,Many goods have been reduced in price recently.,Deflation makes all kinds of shops miserable.,"The decrease of demand causes prices to drop, reducing profits for retailers.",0.034538387831591376,0.030507161420575905,0.0310516715652529
153,153,Judy suffered from tics.,She had involuntary movements in her body.,Judy's tics are caused by an oversensitivity in the brain's signal processing area.,0.03017227201098038,0.03291142771143738,0.02159950117046733
154,154,Tom wants to have a bath.,Tom filled the bath tub with hot water.,He filled the bath tub with hot water so he could have a warm bath.,0.05623325695023086,0.13830014930605264,0.05660272366169529
155,155,This monster killed a boy.,This monster was pleased.,The monster is evil and finds pleasure in other's suffering.,0.019122524858830092,0.014757176876959793,0.029561122395646882
156,156,Hardwoods are deciduous.,They lose their leaves each fall.,In order to conserve energy during winter months when temperatures are colder.,0.06375093791656768,0.04230478110571313,0.0342393725043802
157,157,"Knowing that live plants will release oxygen as they grow, a scientist makes experiments to find more information about their process of growth.",The scientist finds that aeration also accurs as they grow.,The oxygen released is a by-product of photosynthesis; aeration occurs as plants absorb carbon dioxide for the same process.,0.03714871996767558,0.06906835958208107,0.09172178861820542
158,158,John only sells amphetamines.,He only looks for people who have failed other weight loss methods.,John wants to help those that have exhausted all other options.,0.005568679129527004,0.01246708301619168,0.0049342501400665584
159,159,The author used Personification to descibe the inanimate object.,The reader felt  as though it had human capacities.,"Personification gives human qualities to an inanimate object, creating a connection and empathy.",0.01939658040245835,0.023714601011622396,0.023526228441198973
160,160,They dissected the human ear to see the structure of cochlea.,They found there were  a basilar turn with a cystic cavity.,The basilar turn and cystic cavity allow sound vibration to travel to the auditory nerve.,0.018233526576901617,0.05824609255828876,0.11267722611090816
161,161,His mother carried the decay-causing bacteria and kissed him.,He was infected.,"The bacteria spread from his mother's saliva to his mouth, causing infection.",0.007028827132903155,0.04070817955027903,0.0803837309129512
162,162,Oil is lost quickly during drilling.,Workers use acrylamide.,"Oil is lost rapidly due to acrylamide, which increases permeability of the rock.",0.012606472384257446,0.00768947170122959,0.015291483137531925
